"HHID","PID","w1aq7","w1aq8","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","urban","DynID","ea","year","month","day","region","regurb","result_code","sregion","rotate","consumption_status","wgt_X","HHID_old","wgt","wave","age","wgt_wm"
"H02705-04-01","P02705-008",1,,102,102103,"Lubaga Division",10210301,"Busega",1,2705,27,2013,10,"16",1,11,1,1,1,1,937.399108886719,1021002605,1221.35522460938,4,49,976.248352050781
"H02706-04-01","P02706-014",1,,102,102103,"Lubaga Division",10210301,"Busega",1,2706,27,2013,10,"16",1,11,1,1,1,1,1874.79821777344,1021002606,0,4,27,0
"H02711-04-03","P02711-012",1,,113,113111,"Nsangi",11311106,"Kyegera",1,2711,27,2013,10,"17",1,11,1,2,1,1,624.932739257813,,0,4,21,0
"H02711-04-03","P02711-005",1,,113,113111,"Nsangi",11311106,"Kyegera",1,2711,27,2013,10,"17",1,11,1,2,1,1,624.932739257813,,0,4,25,0
"H02802-04-01","P02802-005",1,,102,102103,"Lubaga Division",10210302,"Kabowa",1,2802,28,2013,12,"01",1,11,1,1,1,1,1874.79821777344,1021002702,3054.6962890625,4,17,3949.97802734375
"H02802-04-01","P02802-002",1,,102,102103,"Lubaga Division",10210302,"Kabowa",1,2802,28,2013,12,"01",1,11,1,1,1,1,1874.79821777344,1021002702,3054.6962890625,4,39,2441.66650390625
"H02803-04-01","P02803-002",1,,102,102103,"Lubaga Division",10210302,"Kabowa",1,2803,28,2013,12,"01",1,11,1,1,1,1,1874.79821777344,1021002703,2697.33374023438,4,39,2156.02099609375
"H02811-04-01","P02811-001",1,,102,102103,"Lubaga Division",10210302,"Kabowa",1,2811,28,2013,12,"01",1,11,1,1,1,1,1874.79821777344,1021002711,6077.53369140625,4,47,4857.86767578125
"H02811-04-01","P02811-004",1,,102,102103,"Lubaga Division",10210302,"Kabowa",1,2811,28,2013,12,"01",1,11,1,1,1,1,1874.79821777344,1021002711,6077.53369140625,4,18,7858.759765625
"H03001-04-01","P03001-002",1,,113,113113,"Wakiso",11311303,"Kyebando",0,3001,30,2014,1,"24",1,10,1,2,1,1,1874.79821777344,1021002901,738.003479003906,4,22,664.735961914063
"H03003-04-01","P03003-002",1,,102,102103,"Lubaga Division",10210305,"Lubya",1,3003,30,2014,1,"24",1,11,1,1,1,1,1874.79821777344,1021002903,885.604125976563,4,21,797.68310546875
"H03005-04-01","P03005-002",1,,102,102103,"Lubaga Division",10210305,"Lubya",1,3005,30,2014,1,"24",1,11,1,1,1,1,1874.79821777344,1021002905,885.604125976563,4,31,707.877197265625
"H03006-04-01","P03006-011",1,,102,102103,"Lubaga Division",10210305,"Lubya",1,3006,30,2014,1,"24",1,11,1,1,1,1,1874.79821777344,1021002906,738.003479003906,4,17,954.30029296875
"H03006-04-01","P03006-013",1,,102,102103,"Lubaga Division",10210305,"Lubya",1,3006,30,2014,1,"24",1,11,1,1,1,1,1874.79821777344,1021002906,738.003479003906,4,18,954.30029296875
"H03010-04-01","P03010-002",1,,102,102103,"Lubaga Division",10210305,"Lubya",1,3010,30,2014,1,"24",1,11,1,1,1,1,1874.79821777344,1021002910,1476.00695800781,4,34,1179.79541015625
"H03010-04-01","P03010-003",1,,102,102103,"Lubaga Division",10210305,"Lubya",1,3010,30,2014,1,"24",1,11,1,1,1,1,1874.79821777344,1021002910,1476.00695800781,4,15,1908.6005859375
"H03401-04-01","P03401-007",1,,102,102103,"Lubaga Division",10210312,"Nateete",1,3401,34,2013,11,"17",1,11,1,1,1,1,1874.79821777344,1021003301,0,4,20,0
"H03401-04-01","P03401-002",1,,102,102103,"Lubaga Division",10210312,"Nateete",1,3401,34,2013,11,"17",1,11,1,1,1,1,1874.79821777344,1021003301,0,4,19,0
"H03408-04-01","P03408-001",1,,113,113104,"Kasanje",11310406,"Ssazi",0,3408,34,2014,10,"19",1,10,1,2,1,1,1874.79821777344,1021003308,0,4,29,0
"H03409-04-01","P03409-006",1,,102,102103,"Lubaga Division",10210312,"Nateete",1,3409,34,2014,6,"06",1,11,1,1,1,1,937.399108886719,1021003309,4259.14208984375,4,27,3836.30297851563
"H03409-04-02","P03409-002",1,,113,113113,"Wakiso",11311305,"Nakabugo",1,3409,34,2014,10,"17",1,11,1,2,1,1,937.399108886719,2102100330903,3447.876953125,4,22,3057.39453125
"H03410-04-01","P03410-007",1,,102,102103,"Lubaga Division",10210312,"Nateete",1,3410,34,2014,6,"06",1,11,1,1,1,1,937.399108886719,,0,4,21,0
"H03410-04-01","P03410-002",1,,102,102103,"Lubaga Division",10210312,"Nateete",1,3410,34,2014,6,"06",1,11,1,1,1,1,937.399108886719,1021003310,3275.32373046875,4,37,2618.01733398438
"H03410-04-02","P03410-007",1,,102,102103,"Lubaga Division",10210312,"Nateete",1,3410,34,2014,6,"06",1,11,1,1,1,1,937.399108886719,,0,4,21,0
"H03503-04-01","P03503-002",1,,102,102103,"Lubaga Division",10210304,"Lubaga",1,3503,35,2013,12,"06",1,11,1,1,1,1,1874.79809570313,1021003403,9324.16796875,4,41,7452.953125
"H03511-04-01","P03511-002",1,,102,102103,"Lubaga Division",10210304,"Lubaga",1,3511,35,2013,12,"06",1,11,1,1,1,1,1874.79809570313,1021003411,1551.845703125,4,32,1240.41455078125
"H03512-04-01","P03512-002",1,,102,102103,"Lubaga Division",10210304,"Lubaga",1,3512,35,2013,12,"06",1,11,1,1,1,1,1874.79809570313,1021003412,2460.42431640625,4,26,2216.158203125
"H03515-04-01","P03515-003",1,,102,102103,"Lubaga Division",10210304,"Lubaga",1,3515,35,2013,12,"06",1,11,1,1,1,1,1874.79809570313,1021003415,0,4,27,0
"H03601-04-01","P03601-009",1,,103,103106,"Kiboga Town Council",10310602,"Buzibweera Ward",0,3601,36,2013,9,"27",1,10,1,3,1,1,2551.70141601563,1033000301,3473.80932617188,4,21,3128.93627929688
"H03602-04-04","P03602-004",1,,103,103106,"Kiboga Town Council",10310602,"Buzibweera Ward",0,3602,36,2013,9,"27",1,10,1,3,1,1,2551.70141601563,,1551.61462402344,4,15,2006.36743164063
"H03602-04-04","P03602-010",1,,103,103106,"Kiboga Town Council",10310602,"Buzibweera Ward",0,3602,36,2013,9,"27",1,10,1,3,1,1,2551.70141601563,,1551.61462402344,4,28,1375.8896484375
"H03604-04-04","P03604-003",1,,103,103107,"Lwamata",10310702,"Kasejjere",0,3604,36,2014,3,"17",1,10,1,3,1,1,850.567138671875,2103300030402,6368.64892578125,4,20,8235.1962890625
"H03604-04-04","P03604-004",1,,103,103107,"Lwamata",10310702,"Kasejjere",0,3604,36,2014,3,"17",1,10,1,3,1,1,850.567138671875,2103300030402,6368.64892578125,4,17,8235.1962890625
"H03604-04-08","P03604-023",1,,103,103107,"Lwamata",10310702,"Kasejjere",0,3604,36,2014,3,"17",1,10,1,3,1,1,850.567138671875,,10007.537109375,4,28,8874.1533203125
"H03604-04-09","P03604-030",1,,103,103107,"Lwamata",10310702,"Kasejjere",0,3604,36,2014,3,"18",1,10,1,3,1,1,850.567138671875,,0,4,34,0
"H03605-04-02","P03605-002",1,,103,103107,"Lwamata",10310702,"Kasejjere",0,3605,36,2014,3,"17",1,10,1,3,1,1,2551.70141601563,,0,4,28,0
"H03608-04-01","P03608-001",1,,103,103106,"Kiboga Town Council",10310602,"Buzibweera Ward",0,3608,36,2013,9,"27",1,10,1,3,1,1,2551.70141601563,1033000308,2782.26635742188,4,47,2223.90893554688
"H03706-04-01","P03706-002",1,,123,123108,"Ntwetwe Tc",12310803,"Kisojjo Ward",0,3706,37,2014,1,"24",1,10,1,3,1,1,2551.70141601563,1033000506,3732.669921875,4,30,3362.09790039063
"H03707-04-01","P03707-003",1,,123,123108,"Ntwetwe Tc",12310803,"Kisojjo Ward",0,3707,37,2014,7,"27",1,10,1,3,1,1,1275.85070800781,1033000507,3534.50073242188,4,22,3134.2080078125
"H03709-04-01","P03709-003",1,,123,123107,"Ntwete",12310707,"Natyole",0,3709,37,2014,1,"24",1,10,1,3,1,1,2551.70141601563,1033000509,13370.9326171875,4,17,17289.734375
"H03711-04-02","P03711-008",1,,123,123107,"Ntwete",12310709,"Ntiba",0,3711,37,2014,7,"27",1,10,1,3,1,1,637.925354003906,103300051102,0,4,22,0
"H03711-04-03","P03711-002",1,,123,123107,"Ntwete",12310709,"Ntiba",0,3711,37,2014,7,"27",1,10,1,3,1,1,637.925354003906,2103300051102,11310.40234375,4,30,10187.5283203125
"H03711-04-04","P03711-010",1,,103,103104,"Kapeke",10310404,"Kyayimba",0,3711,37,2014,7,"26",1,10,1,3,1,1,637.925354003906,3103300051105,0,4,31,0
"H03909-04-01","P03909-015",1,,104,104102,"Kalagala",10410204,"Kalanamu",0,3909,39,2014,4,"22",1,10,1,3,1,1,1275.85070800781,1043000409,12473.36328125,4,18,16129.1025390625
"H03909-04-01","P03909-002",1,,104,104102,"Kalagala",10410204,"Kalanamu",0,3909,39,2014,4,"22",1,10,1,3,1,1,1275.85070800781,1043000409,12473.36328125,4,38,9970.154296875
"H03909-04-01","P03909-005",1,,104,104102,"Kalagala",10410204,"Kalanamu",0,3909,39,2014,4,"22",1,10,1,3,1,1,1275.85070800781,1043000409,12473.36328125,4,18,16129.1025390625
"H04011-04-02","P04011-009",1,,113,113307,"Nansana Town Council",11330704,"Nabweru South Ward",1,4011,40,2014,8,"15",1,11,1,2,1,1,1275.85070800781,104300061103,13652.5166015625,4,30,12106.328125
"H04201-04-01","P04201-004",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4201,42,2014,3,"20",1,10,1,3,1,1,2551.70141601563,1163001101,0,4,19,0
"H04202-04-01","P04202-002",1,,116,116102,"Kapeeka",11610202,"Kapeeka",1,4202,42,2014,3,"19",1,11,1,3,1,1,2551.70141601563,1163001102,2505.0283203125,4,27,2256.333984375
"H04203-04-01","P04203-002",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4203,42,2014,3,"14",1,10,1,3,1,1,2551.70141601563,1163001103,0,4,26,0
"H04204-04-01","P04204-002",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4204,42,2013,10,"01",1,10,1,3,1,1,2551.70141601563,1163001104,10674.1572265625,4,23,9614.4482421875
"H04205-04-01","P04205-002",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4205,42,2013,9,"29",1,10,1,3,1,1,2551.70141601563,1163001105,1897.62817382813,4,37,1516.80383300781
"H04207-04-01","P04207-002",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4207,42,2013,9,"30",1,10,1,3,1,1,2551.70141601563,1163001107,2862.88940429688,4,28,2578.66748046875
"H04208-04-02","P04208-003",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4208,42,2014,3,"19",1,10,1,3,1,1,1275.85070800781,2116300110803,0,4,17,0
"H04208-04-02","P04208-002",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4208,42,2014,3,"19",1,10,1,3,1,1,1275.85070800781,2116300110803,0,4,35,0
"H04209-04-01","P04209-001",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4209,42,2014,3,"19",1,10,1,3,1,1,2551.70141601563,1163001109,0,4,45,0
"H04209-04-01","P04209-013",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4209,42,2014,3,"19",1,10,1,3,1,1,2551.70141601563,1163001109,0,4,15,0
"H04210-04-01","P04210-002",1,,116,116102,"Kapeeka",11610205,"Namusale",0,4210,42,2013,10,"01",1,10,1,3,1,1,2551.70141601563,1163001110,1347.56237792969,4,33,1077.12768554688
"H04509-04-01","P04509-002",1,,122,122105,"Lukaya Town Council",12210501,"Bajja Ward",0,4509,45,2014,6,"24",1,10,1,2,1,1,2792.466796875,1051000309,8151.04345703125,4,35,6515.25634765625
"H04801-04-01","P04801-002",1,,124,124101,"Kisekka",12410106,"Nakalembe",1,4801,48,2013,11,"18",1,11,1,2,1,1,2792.466796875,1053001201,0,4,27,0
"H04802-04-01","P04802-002",1,,124,124101,"Kisekka",12410106,"Nakalembe",0,4802,48,2014,5,"29",1,10,1,2,1,1,930.822265625,1053001202,2276.240234375,4,21,2018.44921875
"H04802-04-03","P04802-010",1,,105,105103,"Kabonera",10510304,"Kirimya",1,4802,48,2014,10,"13",1,11,1,2,1,1,930.822265625,3105300120203,0,4,20,0
"H04806-04-01","P04806-002",1,,124,124101,"Kisekka",12410106,"Nakalembe",0,4806,48,2013,11,"17",1,10,1,2,1,1,2792.466796875,1053001206,1823.1015625,4,29,1642.10766601563
"H04808-04-01","P04808-002",1,,124,124101,"Kisekka",12410106,"Nakalembe",1,4808,48,2013,11,"17",1,11,1,2,1,1,1396.2333984375,1053001208,2440.74951171875,4,49,1950.92919921875
"H04808-04-01","P04808-006",1,,124,124101,"Kisekka",12410106,"Nakalembe",1,4808,48,2013,11,"17",1,11,1,2,1,1,1396.2333984375,1053001208,2440.74951171875,4,15,3156.09350585938
"H04808-04-02","P04808-003",1,,114,114101,"Kaliiro",11410102,"Kaliiro",1,4808,48,2014,10,"15",1,11,1,2,1,1,1396.2333984375,,0,4,26,0
"H04907-04-01","P04907-002",1,,124,124103,"Kyazanga",12410302,"Kakoma Parish",0,4907,49,2014,2,"15",1,10,1,2,1,1,2792.466796875,1053001507,1740.99743652344,4,47,1391.6064453125
"H04908-04-01","P04908-002",1,,124,124103,"Kyazanga",12410302,"Kakoma Parish",0,4908,49,2014,2,"15",1,10,1,2,1,1,2792.466796875,1053001508,2034.68969726563,4,37,1626.35925292969
"H04908-04-01","P04908-003",1,,124,124103,"Kyazanga",12410302,"Kakoma Parish",0,4908,49,2014,2,"15",1,10,1,2,1,1,2792.466796875,1053001508,2034.68969726563,4,15,2631.02392578125
"H04909-04-01","P04909-008",1,,124,124103,"Kyazanga",12410302,"Kakoma Parish",0,4909,49,2014,8,"05",1,10,1,2,1,1,2792.466796875,1053001509,1672.22436523438,4,16,2162.326171875
"H04909-04-01","P04909-002",1,,124,124103,"Kyazanga",12410302,"Kakoma Parish",0,4909,49,2014,8,"05",1,10,1,2,1,1,2792.466796875,1053001509,1672.22436523438,4,31,1336.63513183594
